#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
DRR236455,NODE_42_length_5278_cov_29.233640,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236455,NODE_42_length_5278_cov_29.233640,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236461,NODE_40_length_5278_cov_32.210576,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236461,NODE_40_length_5278_cov_32.210576,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236462,NODE_39_length_5278_cov_84.039752,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236462,NODE_39_length_5278_cov_84.039752,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236465,NODE_13_length_130928_cov_118.635578,18917,19243,-,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
DRR236465,NODE_13_length_130928_cov_118.635578,19862,20456,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.20,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
DRR236465,NODE_13_length_130928_cov_118.635578,34111,34740,+,IncHI2A_1,1-630/630,===============,0/0,100.00,99.52,plasmidfinder,BX664015,IncHI2A_1__BX664015,
DRR236465,NODE_45_length_5278_cov_162.802175,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236465,NODE_45_length_5278_cov_162.802175,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236479,NODE_43_length_5278_cov_51.851678,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236479,NODE_43_length_5278_cov_51.851678,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236502,NODE_38_length_5278_cov_53.087755,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236502,NODE_38_length_5278_cov_53.087755,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236503,NODE_43_length_5278_cov_59.355897,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236503,NODE_43_length_5278_cov_59.355897,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236504,NODE_38_length_5278_cov_45.499344,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236504,NODE_38_length_5278_cov_45.499344,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236509,NODE_41_length_5278_cov_69.921058,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236509,NODE_41_length_5278_cov_69.921058,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236518,NODE_27_length_60414_cov_46.998625,4310,4806,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
DRR236518,NODE_50_length_5278_cov_49.960998,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236518,NODE_50_length_5278_cov_49.960998,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236518,NODE_51_length_5061_cov_49.838394,2267,2948,-,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
DRR236519,NODE_25_length_60414_cov_70.009659,55609,56105,-,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
DRR236519,NODE_47_length_5278_cov_74.247703,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236519,NODE_47_length_5278_cov_74.247703,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236519,NODE_48_length_5116_cov_74.658170,2169,2850,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
DRR236520,NODE_43_length_5278_cov_49.201575,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236520,NODE_43_length_5278_cov_49.201575,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236521,NODE_25_length_60414_cov_56.402061,4310,4806,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
DRR236521,NODE_46_length_5365_cov_64.263089,2418,3099,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
DRR236521,NODE_47_length_5278_cov_56.071442,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236521,NODE_47_length_5278_cov_56.071442,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236522,NODE_24_length_60414_cov_46.756706,4310,4806,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
DRR236522,NODE_49_length_5278_cov_47.158822,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236522,NODE_49_length_5278_cov_47.158822,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236522,NODE_50_length_5116_cov_50.859909,2169,2850,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
DRR236531,NODE_30_length_40162_cov_68.504378,708,1081,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236531,NODE_30_length_40162_cov_68.504378,1728,2070,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236533,NODE_23_length_60381_cov_84.036465,4246,4742,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
DRR236533,NODE_30_length_40162_cov_83.083049,4917,5290,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236533,NODE_30_length_40162_cov_83.083049,5937,6279,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236533,NODE_45_length_5386_cov_89.022415,2417,3098,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
DRR236534,NODE_41_length_5278_cov_270.795800,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236534,NODE_41_length_5278_cov_270.795800,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236537,NODE_25_length_60414_cov_77.701221,4310,4806,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
DRR236537,NODE_47_length_5365_cov_87.133333,2267,2948,-,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
DRR236537,NODE_48_length_5278_cov_67.575098,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236537,NODE_48_length_5278_cov_67.575098,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236539,NODE_45_length_5278_cov_76.452091,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236539,NODE_45_length_5278_cov_76.452091,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236546,NODE_42_length_5278_cov_81.483030,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236546,NODE_42_length_5278_cov_81.483030,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236549,NODE_25_length_60414_cov_84.640932,4310,4806,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
DRR236549,NODE_45_length_5278_cov_59.273205,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236549,NODE_45_length_5278_cov_59.273205,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236549,NODE_46_length_5061_cov_90.386137,2114,2795,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
DRR236551,NODE_26_length_60414_cov_131.427194,4310,4806,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
DRR236551,NODE_47_length_5278_cov_89.555597,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236551,NODE_47_length_5278_cov_89.555597,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236551,NODE_50_length_4653_cov_131.473249,1859,2540,-,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
DRR236564,NODE_42_length_5278_cov_444.737671,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236564,NODE_42_length_5278_cov_444.737671,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236565,NODE_41_length_5278_cov_114.103131,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR236565,NODE_41_length_5278_cov_114.103131,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236566,NODE_44_length_5278_cov_115.738046,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
DRR236566,NODE_44_length_5278_cov_115.738046,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR452349,NODE_18_length_89134_cov_144.743037,74482,75366,+,p0111_1,1-885/885,===============,0/0,100.00,99.21,plasmidfinder,AP010962,p0111_1__AP010962,
DRR452349,NODE_49_length_4151_cov_899.323730,2815,3097,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
DRR452349,NODE_49_length_4151_cov_899.323730,3716,3828,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
DRR452356,NODE_42_length_5278_cov_225.117757,106,479,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
DRR452356,NODE_42_length_5278_cov_225.117757,1126,1468,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
ERR024633,NODE_103_length_12749_cov_28.413502,3125,3498,+,IncX4_1,1-374/374,===============,0/0,100.00,100.00,plasmidfinder,CP002895,IncX4_1__CP002895,
ERR024633,NODE_48_length_38241_cov_21.602263,7009,7330,-,IncI2_1_Delta,1-316/316,========/======,1/6,100.00,97.83,plasmidfinder,AP002527,IncI2_1_Delta_AP002527,
ERR024754,NODE_102_length_3885_cov_74.277285,1873,1982,+,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR024755,NODE_109_length_3885_cov_54.421410,2294,2403,-,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR024804,NODE_106_length_5833_cov_5.841987,1797,1938,-,IncI1_1_Alpha,1-142/142,===============,0/0,100.00,100.00,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
ERR024804,NODE_116_length_4137_cov_60.714601,2806,3007,+,Col8282_1,4-205/207,===============,0/0,97.58,89.60,plasmidfinder,DQ995352,Col8282_1__DQ995352,
ERR024804,NODE_117_length_4043_cov_9.004263,312,465,-,Col156_1,1-154/154,===============,0/0,100.00,98.70,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR024804,NODE_46_length_34370_cov_9.577590,7524,8205,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,96.63,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
ERR024804,NODE_46_length_34370_cov_9.577590,23424,23922,+,IncFIC(FII)_1,1-499/499,========/======,5/6,99.40,84.26,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
ERR10109283,NODE_74_length_20041_cov_54.687331,1621,2250,-,IncHI2A_1,1-630/630,===============,0/0,100.00,99.21,plasmidfinder,BX664015,IncHI2A_1__BX664015,
ERR10109283,NODE_74_length_20041_cov_54.687331,17131,17725,+,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.54,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
ERR10109283,NODE_74_length_20041_cov_54.687331,18346,18672,+,IncHI2_1,1-327/327,===============,0/0,100.00,98.78,plasmidfinder,BX664015,IncHI2_1__BX664015,
ERR10124460,NODE_49_length_3126_cov_351.286877,1407,1520,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR10368835,NODE_199_length_208_cov_2408.647059,1,157,-,Col(VCM04)_1,1-157/177,==============.,0/0,88.70,91.72,plasmidfinder,HM231165,Col(VCM04)_1__HM231165,
ERR10368835,NODE_20_length_78851_cov_39.827694,21738,22367,-,IncHI2A_1,1-630/630,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2A_1__BX664015,
ERR10368835,NODE_20_length_78851_cov_39.827694,36021,36615,+,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.37,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
ERR10368835,NODE_20_length_78851_cov_39.827694,37233,37559,+,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
ERR10368839,NODE_25_length_65743_cov_63.930627,26232,26493,+,IncFII(pRSB107)_1_pRSB107,1-261/261,========/======,1/1,100.00,96.18,plasmidfinder,AJ851089,IncFII(pRSB107)_1_pRSB107_AJ851089,
ERR10368842,NODE_130_length_3886_cov_2646.673975,532,641,+,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR10368842,NODE_69_length_26347_cov_89.197589,16993,17134,+,IncI1_1_Alpha,1-142/142,===============,0/0,100.00,100.00,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
ERR10441519,NODE_100_length_2337_cov_339.816389,2140,2253,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR10441519,NODE_91_length_3885_cov_554.370757,3394,3503,-,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR10441519,NODE_93_length_3406_cov_382.294837,606,782,+,Col(VCM04)_1,1-177/177,===============,0/0,100.00,90.96,plasmidfinder,HM231165,Col(VCM04)_1__HM231165,
ERR10502528,NODE_24_length_59105_cov_70.026266,55935,56431,-,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
ERR10502528,NODE_35_length_22811_cov_76.876516,19864,20545,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
ERR10880385,NODE_43_length_4473_cov_409.598461,755,865,+,Col440I_1,1-111/114,===============,0/0,97.37,94.59,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR10880385,NODE_44_length_4121_cov_176.201181,2930,3134,+,Col8282_1,1-205/207,===============,0/0,99.03,89.76,plasmidfinder,DQ995352,Col8282_1__DQ995352,
ERR10880385,NODE_46_length_3885_cov_774.781201,3720,3829,+,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR1540292,NODE_51_length_4754_cov_219.378875,3907,4035,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,86.05,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR1540292,NODE_55_length_3907_cov_716.859791,3,112,-,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR1540304,NODE_27_length_57992_cov_37.192903,55632,56128,-,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
ERR1540304,NODE_36_length_40162_cov_44.805089,35039,35381,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
ERR1540304,NODE_36_length_40162_cov_44.805089,36028,36401,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
ERR1540304,NODE_52_length_4752_cov_42.928128,1881,2562,-,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
ERR1540314,NODE_41_length_4754_cov_190.918110,2878,3006,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,86.05,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR1540314,NODE_44_length_4337_cov_145.261268,2541,2694,+,Col156_1,1-154/154,===============,0/0,100.00,98.05,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR1540315,NODE_62_length_5278_cov_12.478155,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
ERR1540315,NODE_62_length_5278_cov_12.478155,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
ERR1540330,NODE_50_length_6487_cov_31.883551,311,824,-,IncN_1,1-514/514,===============,0/0,100.00,99.81,plasmidfinder,AY046276,IncN_1__AY046276,
ERR1540330,NODE_57_length_3406_cov_420.186810,867,1043,-,Col(VCM04)_1,1-177/177,===============,0/0,100.00,90.96,plasmidfinder,HM231165,Col(VCM04)_1__HM231165,
ERR1540333,NODE_51_length_4732_cov_139.159290,1644,1772,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,86.05,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR1540333,NODE_56_length_3885_cov_439.602611,2849,2958,+,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR1540346,NODE_53_length_5762_cov_100.196306,2890,3020,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.84,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR1540365,NODE_36_length_40162_cov_32.391393,8312,8654,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
ERR1540365,NODE_36_length_40162_cov_32.391393,9301,9674,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
ERR1540365,NODE_51_length_4395_cov_269.297128,113,243,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,83.97,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR1540365,NODE_51_length_4395_cov_269.297128,822,1104,-,Col440II_1,2-281/282,========/======,1/3,99.29,82.33,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
ERR1540373,NODE_35_length_37478_cov_13.334580,32438,32934,-,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
ERR1540373,NODE_46_length_20569_cov_16.968509,2267,2948,-,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
ERR1540373,NODE_53_length_5236_cov_251.208454,3392,3545,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR1540374,NODE_50_length_3907_cov_232.701044,1749,1858,-,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR1540374,NODE_51_length_3723_cov_131.945694,1742,1872,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.79,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR1540377,NODE_45_length_3907_cov_540.280679,2295,2404,+,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR1540377,NODE_46_length_3723_cov_311.601207,528,658,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.79,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR1540380,NODE_40_length_4670_cov_173.186371,643,773,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR1540380,NODE_46_length_1697_cov_341.982525,224,416,+,Col(MP18)_1,1-193/193,===============,0/0,100.00,88.08,plasmidfinder,NC_013652,Col(MP18)_1__NC_013652,
ERR1540381,NODE_38_length_4670_cov_321.553451,643,773,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR1540381,NODE_42_length_1874_cov_626.105175,361,553,+,Col(MP18)_1,1-193/193,===============,0/0,100.00,88.08,plasmidfinder,NC_013652,Col(MP18)_1__NC_013652,
ERR1540389,NODE_46_length_3907_cov_3299.954308,530,639,-,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
